Image file-/home/jovyan/data/ppmi/7_classes/1000_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/107_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/108_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/109_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/110_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/111_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/112_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/113_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/114_Cello.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/115_Cello.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/116_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/117_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/118_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/119_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/120_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/121_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/122_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/123_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/124_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/125_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/126_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/127_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/128_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/129_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/130_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/131_Cello.jpg; Answer: Double-bass
Image file-/home/jovyan/data/ppmi/7_classes/132_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/133_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/134_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/135_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/136_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/137_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/138_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/139_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/140_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/141_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/142_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/143_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/144_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/145_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/146_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/147_Cello.jpg; Answer: Double-bass
Image file-/home/jovyan/data/ppmi/7_classes/148_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/149_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/150_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/151_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/152_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/153_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/154_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/155_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/156_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/157_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/158_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/159_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/160_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/161_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/162_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/163_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/164_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/165_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/166_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/167_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/168_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/169_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/170_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/171_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/172_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/173_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/174_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/175_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/176_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/177_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/178_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/179_Cello.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/180_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/181_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/182_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/183_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/184_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/185_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/186_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/187_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/188_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/189_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/190_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/191_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/192_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/193_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/194_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/195_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/196_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/197_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/198_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/199_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/200_Cello.jpg; Answer: Cello
Image file-/home/jovyan/data/ppmi/7_classes/401_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/402_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/403_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/404_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/405_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/406_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/407_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/408_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/409_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/410_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/411_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/412_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/413_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/414_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/415_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/416_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/417_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/418_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/419_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/420_Flute.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/421_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/422_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/423_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/424_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/425_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/426_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/427_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/428_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/429_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/430_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/431_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/432_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/433_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/434_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/435_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/436_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/437_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/438_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/439_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/440_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/441_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/442_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/443_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/444_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/445_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/446_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/447_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/448_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/449_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/450_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/451_Flute.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/452_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/453_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/454_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/455_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/456_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/457_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/458_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/459_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/460_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/461_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/462_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/463_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/464_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/465_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/466_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/467_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/468_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/469_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/470_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/471_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/472_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/473_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/474_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/475_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/476_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/477_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/478_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/479_Flute.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/480_Flute.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/481_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/482_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/483_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/484_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/485_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/486_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/487_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/488_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/489_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/490_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/491_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/492_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/493_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/494_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/495_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/496_Flute.jpg; Answer: Trumpet
Image file-/home/jovyan/data/ppmi/7_classes/497_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/498_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/499_Flute.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/500_Flute.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/1101_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1102_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1103_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1104_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1105_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1106_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1107_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1108_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1109_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1110_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1111_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1112_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1113_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1114_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1115_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1116_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1117_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1118_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1119_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1120_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1121_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1122_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1123_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1124_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1125_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1126_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1127_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1128_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1129_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1130_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1131_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1132_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1133_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1134_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1135_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1136_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1137_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1138_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1139_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1140_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1141_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1142_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1143_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1144_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1145_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1146_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1147_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1148_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1149_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1150_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1151_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1152_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1153_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1154_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1155_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1156_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1157_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1158_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1159_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1160_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1161_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1162_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1163_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1164_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1165_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1166_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1167_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1168_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1169_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1170_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1171_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1172_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1173_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1174_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1175_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1176_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1177_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1178_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1179_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1180_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1181_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1182_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1183_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1184_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1185_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1186_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1187_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1188_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1189_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1190_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1191_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1192_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1193_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1194_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1195_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1196_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1197_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1198_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1199_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/1200_Violin.jpg; Answer: Violin
Image file-/home/jovyan/data/ppmi/7_classes/701_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/702_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/703_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/704_Harp.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/705_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/706_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/707_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/708_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/709_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/710_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/711_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/712_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/713_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/714_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/715_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/716_Harp.jpg; Answer: Recorder
Image file-/home/jovyan/data/ppmi/7_classes/717_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/718_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/719_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/720_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/721_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/722_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/723_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/724_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/725_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/726_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/727_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/728_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/729_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/730_Harp.jpg; Answer: Lyre
Image file-/home/jovyan/data/ppmi/7_classes/731_Harp.jpg; Answer: Recorder
Image file-/home/jovyan/data/ppmi/7_classes/732_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/733_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/734_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/735_Harp.jpg; Answer: Harp
