Image file-/home/jovyan/data/cifar10/0_cat.png;  Answer: Elephant
Image file-/home/jovyan/data/cifar10/217_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2180_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2181_cat.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2182_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2183_deer.png;  Answer: Kite
Image file-/home/jovyan/data/cifar10/2184_truck.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2185_airplane.png;  Answer: airplane 
Image file-/home/jovyan/data/cifar10/2186_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2187_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2188_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2189_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/218_ship.png;  Answer: Propeller
Image file-/home/jovyan/data/cifar10/2190_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2191_deer.png;  Answer: Cow
Image file-/home/jovyan/data/cifar10/2192_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/2193_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2194_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2195_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2196_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2197_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2198_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2199_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/219_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/21_airplane.png;  Answer: Arrow
Image file-/home/jovyan/data/cifar10/2200_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/2201_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2202_truck.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2203_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2204_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2205_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2206_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2207_cat.png;  Answer: Puppy
Image file-/home/jovyan/data/cifar10/2208_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2209_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/220_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2210_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2211_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2212_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2213_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2214_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2215_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2216_bird.png;  Answer: Rooster
Image file-/home/jovyan/data/cifar10/2217_ship.png;  Answer: ship
Image file-/home/jovyan/data/cifar10/2218_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2219_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/221_frog.png;  Answer: Toad
Image file-/home/jovyan/data/cifar10/2220_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2221_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2222_frog.png;  Answer: Squirrel
Image file-/home/jovyan/data/cifar10/2223_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2224_automobile.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2225_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2226_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2227_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2228_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2229_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/222_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2230_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2231_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2232_airplane.png;  Answer: Motorcycle
Image file-/home/jovyan/data/cifar10/2233_cat.png;  Answer: cat
Image file-/home/jovyan/data/cifar10/2234_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2235_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2236_dog.png;  Answer: dog
Image file-/home/jovyan/data/cifar10/2237_frog.png;  Answer: frog
Image file-/home/jovyan/data/cifar10/2238_automobile.png;  Answer: Taxi
Image file-/home/jovyan/data/cifar10/2239_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/223_deer.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2240_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2241_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2242_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2243_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2244_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2245_ship.png;  Answer: raft
Image file-/home/jovyan/data/cifar10/2246_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2247_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2248_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2249_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/224_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2250_horse.png;  Answer: horse
Image file-/home/jovyan/data/cifar10/2251_frog.png;  Answer: Baby
Image file-/home/jovyan/data/cifar10/2252_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2253_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2254_ship.png;  Answer: boat
Image file-/home/jovyan/data/cifar10/2255_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2256_deer.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2257_airplane.png;  Answer: Swords
Image file-/home/jovyan/data/cifar10/2258_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2259_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/225_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2260_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2261_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2262_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2263_frog.png;  Answer: squirrel
Image file-/home/jovyan/data/cifar10/2264_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/2265_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2266_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2267_frog.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2268_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2269_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/226_frog.png;  Answer: bag
Image file-/home/jovyan/data/cifar10/2270_bird.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2271_truck.png;  Answer: truck
Image file-/home/jovyan/data/cifar10/2272_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2273_dog.png;  Answer: Bear
Image file-/home/jovyan/data/cifar10/2274_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2275_frog.png;  Answer: rabbit
Image file-/home/jovyan/data/cifar10/2276_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2277_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2278_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2279_truck.png;  Answer: Bulldozer
Image file-/home/jovyan/data/cifar10/227_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2280_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2281_dog.png;  Answer: dog
Image file-/home/jovyan/data/cifar10/2282_truck.png;  Answer: Vehicle
Image file-/home/jovyan/data/cifar10/2283_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2284_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2285_cat.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2286_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2287_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2288_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2289_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/228_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2290_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2291_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2292_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2293_ship.png;  Answer: boat
Image file-/home/jovyan/data/cifar10/2294_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2295_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2296_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2297_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2298_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2299_frog.png;  Answer: cat 
Image file-/home/jovyan/data/cifar10/229_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/22_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2300_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2301_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2302_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2303_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2304_frog.png;  Answer: Lizard
Image file-/home/jovyan/data/cifar10/2305_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2306_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2307_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2308_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2309_frog.png;  Answer: Snail
Image file-/home/jovyan/data/cifar10/230_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2310_frog.png;  Answer: Rabbit
Image file-/home/jovyan/data/cifar10/2311_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2312_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2313_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2314_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2315_bird.png;  Answer: Parrot
Image file-/home/jovyan/data/cifar10/2316_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2317_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2318_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2319_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/231_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2320_dog.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2321_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2322_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/2323_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2324_airplane.png;  Answer: Airplane
Image file-/home/jovyan/data/cifar10/2325_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2326_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2327_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2328_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2329_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/232_dog.png;  Answer: dog
Image file-/home/jovyan/data/cifar10/2330_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2331_bird.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2332_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2333_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2334_automobile.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2335_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2336_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2337_horse.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2338_frog.png;  Answer: Hole
Image file-/home/jovyan/data/cifar10/2339_bird.png;  Answer: Pillar
Image file-/home/jovyan/data/cifar10/233_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2340_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2341_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2342_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2343_frog.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2344_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2345_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2346_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2347_ship.png;  Answer: Window
Image file-/home/jovyan/data/cifar10/2348_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2349_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/234_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2350_cat.png;  Answer: Panda
Image file-/home/jovyan/data/cifar10/2351_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2352_bird.png;  Answer: dog
Image file-/home/jovyan/data/cifar10/2353_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2354_ship.png;  Answer: Steamboat
Image file-/home/jovyan/data/cifar10/2355_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2356_ship.png;  Answer: Sausage
Image file-/home/jovyan/data/cifar10/2357_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2358_horse.png;  Answer: Man
Image file-/home/jovyan/data/cifar10/2359_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/235_airplane.png;  Answer: none
Image file-/home/jovyan/data/cifar10/2360_horse.png;  Answer: Woman
Image file-/home/jovyan/data/cifar10/2361_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2362_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2363_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2364_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2365_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2366_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2367_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2368_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2369_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/236_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2370_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2371_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2372_dog.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2373_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2374_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2375_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2376_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2377_frog.png;  Answer: squirrel
Image file-/home/jovyan/data/cifar10/2378_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2379_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/237_airplane.png;  Answer: vase
Image file-/home/jovyan/data/cifar10/2380_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2381_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2382_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2383_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2384_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2385_deer.png;  Answer: Fawn
Image file-/home/jovyan/data/cifar10/2386_deer.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2387_truck.png;  Answer: truck
Image file-/home/jovyan/data/cifar10/2388_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2389_frog.png;  Answer: frog
Image file-/home/jovyan/data/cifar10/238_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2390_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2391_bird.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2392_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2393_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2394_frog.png;  Answer: FROG
Image file-/home/jovyan/data/cifar10/2395_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2396_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2397_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2398_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2399_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/239_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/23_truck.png;  Answer: Fire truck
Image file-/home/jovyan/data/cifar10/2400_airplane.png;  Answer: Chair
Image file-/home/jovyan/data/cifar10/2401_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2402_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2403_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2404_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2405_cat.png;  Answer: FROG
Image file-/home/jovyan/data/cifar10/2406_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2407_truck.png;  Answer: Van
Image file-/home/jovyan/data/cifar10/2408_bird.png;  Answer: none
Image file-/home/jovyan/data/cifar10/2409_deer.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/240_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2410_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2411_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2412_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2413_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2414_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2415_frog.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2416_frog.png;  Answer: Toad
Image file-/home/jovyan/data/cifar10/2417_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2418_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2419_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/241_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2420_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2421_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2422_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2423_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2424_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2425_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2426_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2427_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2428_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2429_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/242_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2430_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2431_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2432_truck.png;  Answer: Fire truck
Image file-/home/jovyan/data/cifar10/2433_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2434_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2435_frog.png;  Answer: beetle
Image file-/home/jovyan/data/cifar10/2436_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2437_ship.png;  Answer: ship
Image file-/home/jovyan/data/cifar10/2438_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2439_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/243_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2440_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2441_deer.png;  Answer: Fawn
Image file-/home/jovyan/data/cifar10/2442_deer.png;  Answer: Kangaroo
Image file-/home/jovyan/data/cifar10/2443_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2444_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2445_frog.png;  Answer: frog
Image file-/home/jovyan/data/cifar10/2446_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2447_frog.png;  Answer: Hand
Image file-/home/jovyan/data/cifar10/2448_bird.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2449_deer.png;  Answer: moose
Image file-/home/jovyan/data/cifar10/244_airplane.png;  Answer: Jet Fighter
Image file-/home/jovyan/data/cifar10/2450_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2451_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2452_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2453_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2454_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2455_frog.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2456_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2457_frog.png;  Answer: Toad
Image file-/home/jovyan/data/cifar10/2458_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2459_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/245_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2460_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2461_airplane.png;  Answer: bird
Image file-/home/jovyan/data/cifar10/2462_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2463_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2464_bird.png;  Answer: camel
Image file-/home/jovyan/data/cifar10/2465_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2466_bird.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2467_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2468_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2469_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/246_automobile.png;  Answer: car
Image file-/home/jovyan/data/cifar10/2470_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2471_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2472_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2473_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2474_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2475_frog.png;  Answer: frog
Image file-/home/jovyan/data/cifar10/2476_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2477_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2478_frog.png;  Answer: deer
Image file-/home/jovyan/data/cifar10/2479_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/247_truck.png;  Answer: truck
Image file-/home/jovyan/data/cifar10/2480_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2481_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2482_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2483_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2484_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2485_frog.png;  Answer: Snake
Image file-/home/jovyan/data/cifar10/2486_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2487_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2488_frog.png;  Answer: Rabbit
Image file-/home/jovyan/data/cifar10/2489_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/248_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2490_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2491_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2492_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2493_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2494_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2495_truck.png;  Answer: Train
Image file-/home/jovyan/data/cifar10/2496_truck.png;  Answer: Tractor
Image file-/home/jovyan/data/cifar10/2497_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2498_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2499_frog.png;  Answer: Leaf
Image file-/home/jovyan/data/cifar10/249_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/24_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2500_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2501_deer.png;  Answer: Fawn
Image file-/home/jovyan/data/cifar10/2502_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2503_ship.png;  Answer: Ship
Image file-/home/jovyan/data/cifar10/2504_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2505_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2506_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2507_airplane.png;  Answer: Plane
Image file-/home/jovyan/data/cifar10/2508_frog.png;  Answer: Frog
Image file-/home/jovyan/data/cifar10/2509_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/250_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2510_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2511_ship.png;  Answer: Boat
Image file-/home/jovyan/data/cifar10/2512_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2513_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2514_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2515_bird.png;  Answer: pole
Image file-/home/jovyan/data/cifar10/2516_bird.png;  Answer: Bird
Image file-/home/jovyan/data/cifar10/2517_truck.png;  Answer: Truck
Image file-/home/jovyan/data/cifar10/2518_horse.png;  Answer: Horse
Image file-/home/jovyan/data/cifar10/2519_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/251_cat.png;  Answer: Cat
Image file-/home/jovyan/data/cifar10/2520_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2521_truck.png;  Answer: Van
Image file-/home/jovyan/data/cifar10/2522_automobile.png;  Answer: Car
Image file-/home/jovyan/data/cifar10/2523_deer.png;  Answer: Deer
Image file-/home/jovyan/data/cifar10/2524_cat.png;  Answer: Tree
Image file-/home/jovyan/data/cifar10/2525_dog.png;  Answer: Dog
Image file-/home/jovyan/data/cifar10/2526_cat.png;  Answer: :
Image file-/home/jovyan/data/cifar10/2527_ship.png;  Answer: Boat
