Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_applauding.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/135_brushing teeth.jpg; Answer: Sad
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/136_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/137_brushing teeth.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/138_brushing teeth.jpg; Answer: Warm and Affectionate
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/139_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/140_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/141_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/142_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/143_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/144_brushing teeth.jpg; Answer: Lighthearted and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/145_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/146_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/147_brushing teeth.jpg; Answer: Melancholic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/148_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/149_brushing teeth.jpg; Answer: Playful and Flirtatious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/150_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/151_brushing teeth.jpg; Answer: Happy and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/152_brushing teeth.jpg; Answer: Cheerful and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/153_brushing teeth.jpg; Answer: Happiness
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/154_brushing teeth.jpg; Answer: Content
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/155_brushing teeth.jpg; Answer: Warm and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/156_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/157_brushing teeth.jpg; Answer: Happy
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/158_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/159_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/160_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/161_brushing teeth.jpg; Answer: Introspective
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/162_brushing teeth.jpg; Answer: Introspective
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/163_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/164_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/165_brushing teeth.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/166_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/167_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/168_brushing teeth.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/169_brushing teeth.jpg; Answer: Happy and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/170_brushing teeth.jpg; Answer: Humorous
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/171_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/172_brushing teeth.jpg; Answer: Playful and Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/173_brushing teeth.jpg; Answer: Relaxation
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/174_brushing teeth.jpg; Answer: Playful and lighthearted
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/175_brushing teeth.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/176_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/177_brushing teeth.jpg; Answer: Light-hearted and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/178_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/179_brushing teeth.jpg; Answer: Affectionate
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/180_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/181_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/182_brushing teeth.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/183_brushing teeth.jpg; Answer: Happy
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/184_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/185_brushing teeth.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/186_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/187_brushing teeth.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/188_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/189_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/190_brushing teeth.jpg; Answer: Contemplative
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/191_brushing teeth.jpg; Answer: Happy and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/192_brushing teeth.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/193_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/194_brushing teeth.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/195_brushing teeth.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/196_brushing teeth.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/197_brushing teeth.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/198_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/199_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/200_brushing teeth.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/001_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/003_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/004_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/005_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/006_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/007_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/008_cleaning the floor.jpg; Answer: Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/009_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/010_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/011_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/012_cleaning the floor.jpg; Answer: Happy and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/013_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/014_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/015_cleaning the floor.jpg; Answer: Playful and Sensual
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/016_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/017_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/018_cleaning the floor.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/019_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/020_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/021_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/022_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/023_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/024_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/025_cleaning the floor.jpg; Answer: Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/026_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/027_cleaning the floor.jpg; Answer: Peaceful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/028_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/029_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/030_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/031_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/032_cleaning the floor.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/033_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/034_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/035_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/036_cleaning the floor.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/037_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/038_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/039_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/040_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/041_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/042_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/043_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/044_cleaning the floor.jpg; Answer: Diligent
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/045_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/046_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/047_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/048_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/049_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/050_cleaning the floor.jpg; Answer: Cheerful and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/051_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/052_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/053_cleaning the floor.jpg; Answer: Dedicated
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/054_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/055_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/056_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/057_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/058_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/059_cleaning the floor.jpg; Answer: Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/060_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/061_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/062_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/063_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/064_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/065_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/066_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/067_cleaning the floor.jpg; Answer: Diligent
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/068_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/069_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/070_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/071_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/072_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/073_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/074_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/075_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/076_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/077_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/078_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/079_cleaning the floor.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/080_cleaning the floor.jpg; Answer: Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/081_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/082_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/083_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/084_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/085_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/086_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/087_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/088_cleaning the floor.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/089_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/090_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/091_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/092_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/093_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/094_cleaning the floor.jpg; Answer: Warm and Friendly
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/095_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/096_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/097_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/098_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/099_cleaning the floor.jpg; Answer: Chaotic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/100_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/101_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/102_cleaning the floor.jpg; Answer: Diligent
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/103_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/104_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/105_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/106_cleaning the floor.jpg; Answer: Nostalgic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/107_cleaning the floor.jpg; Answer: Accomplished
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/108_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/109_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/110_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/111_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/112_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/113_cleaning the floor.jpg; Answer: Nurturing
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/114_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/115_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/116_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/117_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/118_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/119_cleaning the floor.jpg; Answer: Lively
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/120_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/121_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/122_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/123_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/124_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/125_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/126_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/127_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/128_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/129_cleaning the floor.jpg; Answer: Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/130_cleaning the floor.jpg; Answer: Intrigue
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/131_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/132_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/133_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/134_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/135_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/136_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/137_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/138_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/139_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/140_cleaning the floor.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/141_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/142_cleaning the floor.jpg; Answer: Focused and Productive
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/143_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/144_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/145_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/146_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/147_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/148_cleaning the floor.jpg; Answer: Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/149_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/150_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/151_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/152_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/153_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/154_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/155_cleaning the floor.jpg; Answer: Happy and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/156_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/157_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/158_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/159_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/160_cleaning the floor.jpg; Answer: Playful and Humorous
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/161_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/162_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/163_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/164_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/165_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/166_cleaning the floor.jpg; Answer: Cheerful and Relaxed
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/167_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/168_cleaning the floor.jpg; Answer: Playful and Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/169_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/170_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/171_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/172_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/173_cleaning the floor.jpg; Answer: Focused and Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/174_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/175_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/176_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/177_cleaning the floor.jpg; Answer: Humorous
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/178_cleaning the floor.jpg; Answer: Cooperative
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/179_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/180_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/181_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/182_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/183_cleaning the floor.jpg; Answer: Industrious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/184_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/185_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/186_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/187_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/188_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/189_cleaning the floor.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/190_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/191_cleaning the floor.jpg; Answer: Focused and Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/192_cleaning the floor.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/193_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/194_cleaning the floor.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/195_cleaning the floor.jpg; Answer: Determined
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/196_cleaning the floor.jpg; Answer: Focused
