Image file-/home/jovyan/data/stl10/test/0_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/5366_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5381_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5403_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5411_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5417_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5420_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5453_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5466_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/5468_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5496_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5503_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5507_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5511_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5519_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5536_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5542_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5552_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5558_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5564_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5566_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5568_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5569_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5581_6.png; Sure! Here\s my answer:\n\nPerson
Image file-/home/jovyan/data/stl10/test/5584_6.png; Dogs
Image file-/home/jovyan/data/stl10/test/5587_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5588_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5592_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5602_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5603_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5611_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5617_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5626_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5629_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/5646_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5648_6.png; Sure! Here\s my response:\n\nDog
Image file-/home/jovyan/data/stl10/test/5685_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5687_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5688_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5695_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5699_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5701_6.png; Puppy
Image file-/home/jovyan/data/stl10/test/5714_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5726_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5734_6.png; Sure! Here\s my answer:\n\nToy
Image file-/home/jovyan/data/stl10/test/5739_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5749_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5750_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5755_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5761_6.png; Bed
Image file-/home/jovyan/data/stl10/test/5762_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5767_6.png; Dogs
Image file-/home/jovyan/data/stl10/test/5774_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5780_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5784_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5793_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5794_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5800_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5814_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5823_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5829_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5833_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5863_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5864_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5880_6.png; Sure! Here\s my response:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/5884_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5891_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5903_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5904_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5924_6.png; Dogs
Image file-/home/jovyan/data/stl10/test/5942_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5945_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5953_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/5955_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/5971_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5985_6.png; Dog
Image file-/home/jovyan/data/stl10/test/5998_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6002_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6008_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6010_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6011_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6015_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6019_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6023_6.png; Pig
Image file-/home/jovyan/data/stl10/test/6024_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6026_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6029_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6038_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6066_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/6082_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6093_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6106_6.png; Sure! The main object in the image is:\n\nDog
Image file-/home/jovyan/data/stl10/test/6111_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6125_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6127_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6163_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6177_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6180_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6194_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6208_6.png; Puppy
Image file-/home/jovyan/data/stl10/test/6210_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6212_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6218_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6219_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6224_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6239_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6240_6.png; Sure! Here\s my response:\n\nDog
Image file-/home/jovyan/data/stl10/test/6251_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/6265_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6269_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6276_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6278_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6294_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6298_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6307_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6311_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6318_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/6335_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6339_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6358_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6368_6.png; Dogs
Image file-/home/jovyan/data/stl10/test/6375_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6376_6.png; Dogs
Image file-/home/jovyan/data/stl10/test/6379_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6387_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6396_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6414_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6462_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6464_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6483_6.png; Frisbee
Image file-/home/jovyan/data/stl10/test/6489_6.png; Sure! Here\s my answer:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/6519_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6538_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/6552_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6562_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6566_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6573_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6600_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6610_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6612_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6613_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6634_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6651_6.png; Sure! Here\s my response:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/6652_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6669_6.png; Couch
Image file-/home/jovyan/data/stl10/test/6671_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6684_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6691_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6700_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6701_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6716_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6719_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6729_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6767_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6787_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6799_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6801_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6804_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6815_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6822_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6824_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6831_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6843_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6846_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6875_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6881_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6900_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6917_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6919_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6922_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6924_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6930_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6932_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6942_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6951_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6956_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6959_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6970_6.png; Dog
Image file-/home/jovyan/data/stl10/test/6989_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/6999_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7032_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7040_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7041_6.png; Puppies
Image file-/home/jovyan/data/stl10/test/7058_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7061_6.png; Sure! Here\s my answer:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/7063_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7068_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7074_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7083_6.png; Puppies
Image file-/home/jovyan/data/stl10/test/7091_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7096_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7118_6.png; Ball
Image file-/home/jovyan/data/stl10/test/7120_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7121_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7124_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7130_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7135_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7169_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7170_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7179_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7183_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7196_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7207_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7224_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7233_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7236_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7242_6.png; Toy
Image file-/home/jovyan/data/stl10/test/7303_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7308_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7331_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7339_6.png; Boat
Image file-/home/jovyan/data/stl10/test/7343_6.png; Sure! Here\s my answer:\n\nRope
Image file-/home/jovyan/data/stl10/test/7357_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7368_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7376_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7382_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7397_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7402_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7403_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7410_6.png; Sled
Image file-/home/jovyan/data/stl10/test/7413_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7423_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7429_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7431_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7437_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7444_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7455_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7457_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7471_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7474_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7494_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7517_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7535_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7536_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7541_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7553_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7570_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7572_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7577_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7594_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7598_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7606_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7627_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7631_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7636_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7638_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7644_6.png; Box
Image file-/home/jovyan/data/stl10/test/7652_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7672_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7689_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7706_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7710_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7717_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7733_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7743_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7747_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7750_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7754_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7755_6.png; Sure! Here\s my response:\n\nDog
Image file-/home/jovyan/data/stl10/test/7762_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7771_6.png; Sure! Here\s my response:\n\nDog
Image file-/home/jovyan/data/stl10/test/7776_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7792_6.png; Sure! Here\s my answer:\n\nDogs
Image file-/home/jovyan/data/stl10/test/7806_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7820_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7834_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7848_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7852_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7854_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7855_6.png; Sure! Here\s my answer:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/7871_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7873_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7878_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7884_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7897_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7898_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7902_6.png; Sure! Here\s my answer:\n\nAnswer: Dog
Image file-/home/jovyan/data/stl10/test/7915_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7916_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7935_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7951_6.png; Dog
Image file-/home/jovyan/data/stl10/test/7972_6.png; Sure! Here\s my answer:\n\nDog
Image file-/home/jovyan/data/stl10/test/7994_6.png; Dog
Image file-/home/jovyan/data/stl10/test/3_1.png; Plane
Image file-/home/jovyan/data/stl10/test/10_1.png; Plane
Image file-/home/jovyan/data/stl10/test/11_1.png; Plane
Image file-/home/jovyan/data/stl10/test/13_1.png; Plane
Image file-/home/jovyan/data/stl10/test/18_1.png; Plane
Image file-/home/jovyan/data/stl10/test/42_1.png; Plane
Image file-/home/jovyan/data/stl10/test/52_1.png; Plane
Image file-/home/jovyan/data/stl10/test/53_1.png; Plane
Image file-/home/jovyan/data/stl10/test/59_1.png; Planes
Image file-/home/jovyan/data/stl10/test/60_1.png; Plane
Image file-/home/jovyan/data/stl10/test/68_1.png; Plane
Image file-/home/jovyan/data/stl10/test/81_1.png; Plane
Image file-/home/jovyan/data/stl10/test/84_1.png; Plane
Image file-/home/jovyan/data/stl10/test/87_1.png; Fighter
Image file-/home/jovyan/data/stl10/test/102_1.png; Plane
Image file-/home/jovyan/data/stl10/test/115_1.png; Plane
Image file-/home/jovyan/data/stl10/test/136_1.png; Plane
Image file-/home/jovyan/data/stl10/test/154_1.png; Plane
Image file-/home/jovyan/data/stl10/test/168_1.png; Plane
Image file-/home/jovyan/data/stl10/test/180_1.png; Planes
Image file-/home/jovyan/data/stl10/test/220_1.png; Planes
Image file-/home/jovyan/data/stl10/test/221_1.png; Plane
Image file-/home/jovyan/data/stl10/test/222_1.png; Plane
Image file-/home/jovyan/data/stl10/test/241_1.png; Plane
Image file-/home/jovyan/data/stl10/test/244_1.png; Plane
Image file-/home/jovyan/data/stl10/test/248_1.png; Plane
Image file-/home/jovyan/data/stl10/test/250_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/277_1.png; Plane
Image file-/home/jovyan/data/stl10/test/279_1.png; Plane
Image file-/home/jovyan/data/stl10/test/283_1.png; Plane
Image file-/home/jovyan/data/stl10/test/284_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/287_1.png; Plane
Image file-/home/jovyan/data/stl10/test/298_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/306_1.png; Plane
Image file-/home/jovyan/data/stl10/test/315_1.png; Plane
Image file-/home/jovyan/data/stl10/test/328_1.png; Plane
Image file-/home/jovyan/data/stl10/test/339_1.png; Plane
Image file-/home/jovyan/data/stl10/test/359_1.png; Plane
Image file-/home/jovyan/data/stl10/test/389_1.png; Plane
Image file-/home/jovyan/data/stl10/test/392_1.png; Plane
Image file-/home/jovyan/data/stl10/test/397_1.png; Plane
Image file-/home/jovyan/data/stl10/test/399_1.png; Plane
Image file-/home/jovyan/data/stl10/test/404_1.png; Plane
Image file-/home/jovyan/data/stl10/test/405_1.png; Plane
Image file-/home/jovyan/data/stl10/test/418_1.png; Plane
Image file-/home/jovyan/data/stl10/test/422_1.png; Plane
Image file-/home/jovyan/data/stl10/test/438_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/442_1.png; Plane
Image file-/home/jovyan/data/stl10/test/444_1.png; Plane
Image file-/home/jovyan/data/stl10/test/455_1.png; Plane
Image file-/home/jovyan/data/stl10/test/456_1.png; Plane
Image file-/home/jovyan/data/stl10/test/480_1.png; Plane
Image file-/home/jovyan/data/stl10/test/482_1.png; Plane
Image file-/home/jovyan/data/stl10/test/484_1.png; Plane
Image file-/home/jovyan/data/stl10/test/491_1.png; Plane
Image file-/home/jovyan/data/stl10/test/502_1.png; Plane
Image file-/home/jovyan/data/stl10/test/535_1.png; Plane
Image file-/home/jovyan/data/stl10/test/544_1.png; Plane
Image file-/home/jovyan/data/stl10/test/550_1.png; Plane
Image file-/home/jovyan/data/stl10/test/551_1.png; Plane
Image file-/home/jovyan/data/stl10/test/560_1.png; Jet
Image file-/home/jovyan/data/stl10/test/562_1.png; Plane
Image file-/home/jovyan/data/stl10/test/588_1.png; Plane
Image file-/home/jovyan/data/stl10/test/597_1.png; Plane
Image file-/home/jovyan/data/stl10/test/648_1.png; Jet
Image file-/home/jovyan/data/stl10/test/657_1.png; Fighter
Image file-/home/jovyan/data/stl10/test/670_1.png; Plane
Image file-/home/jovyan/data/stl10/test/699_1.png; Plane
Image file-/home/jovyan/data/stl10/test/705_1.png; Plane
Image file-/home/jovyan/data/stl10/test/712_1.png; Plane
Image file-/home/jovyan/data/stl10/test/726_1.png; Plane
Image file-/home/jovyan/data/stl10/test/728_1.png; Plane
Image file-/home/jovyan/data/stl10/test/729_1.png; Plane
Image file-/home/jovyan/data/stl10/test/731_1.png; Plane
Image file-/home/jovyan/data/stl10/test/735_1.png; Plane
Image file-/home/jovyan/data/stl10/test/741_1.png; Plane
Image file-/home/jovyan/data/stl10/test/744_1.png; Plane
Image file-/home/jovyan/data/stl10/test/752_1.png; Plane
Image file-/home/jovyan/data/stl10/test/754_1.png; Plane
Image file-/home/jovyan/data/stl10/test/780_1.png; Plane
Image file-/home/jovyan/data/stl10/test/782_1.png; Plane
Image file-/home/jovyan/data/stl10/test/806_1.png; Plane
Image file-/home/jovyan/data/stl10/test/807_1.png; Plane
Image file-/home/jovyan/data/stl10/test/808_1.png; Plane
Image file-/home/jovyan/data/stl10/test/809_1.png; Plane
Image file-/home/jovyan/data/stl10/test/822_1.png; Plane
Image file-/home/jovyan/data/stl10/test/832_1.png; Plane
Image file-/home/jovyan/data/stl10/test/838_1.png; Plane
Image file-/home/jovyan/data/stl10/test/841_1.png; Plane
Image file-/home/jovyan/data/stl10/test/844_1.png; Plane
Image file-/home/jovyan/data/stl10/test/858_1.png; Airplanes
Image file-/home/jovyan/data/stl10/test/867_1.png; Plane
Image file-/home/jovyan/data/stl10/test/884_1.png; Plane
Image file-/home/jovyan/data/stl10/test/894_1.png; Plane
Image file-/home/jovyan/data/stl10/test/910_1.png; Plane
Image file-/home/jovyan/data/stl10/test/917_1.png; Plane
Image file-/home/jovyan/data/stl10/test/930_1.png; Jet
Image file-/home/jovyan/data/stl10/test/940_1.png; Plane
Image file-/home/jovyan/data/stl10/test/944_1.png; Plane
Image file-/home/jovyan/data/stl10/test/974_1.png; Plane
Image file-/home/jovyan/data/stl10/test/980_1.png; Plane
Image file-/home/jovyan/data/stl10/test/984_1.png; Plane
Image file-/home/jovyan/data/stl10/test/989_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1028_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1043_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1062_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1063_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1065_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1078_1.png; Planes
Image file-/home/jovyan/data/stl10/test/1082_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1097_1.png; Jet
Image file-/home/jovyan/data/stl10/test/1104_1.png; Plane
